관광지명,관광지분류,주소,운영상세사항,관광지설명,경도,위도,분류,반려견제한사항
인디언키친,음식점/카페,제주특별자치도 제주시 애월읍 애원로 191 (상가리) 인디언키친,연중무휴 11:30~9:00,제주 애월에 위치한 인도음식점. / ,126.3307663,33.4501865,안전여행 스탬프 관광지,
이가,음식점/카페,"제주특별자치도 제주시 진군1길 17 (노형동, 탑빌딩) 1층",오전11시30분-오후10시,제주산 돼지고기 전문점 / ,126.4803279,33.4788595,안전여행 스탬프 관광지,
문동일셰프녹차고을,음식점/카페,제주특별자치도 제주시 애월읍 하귀동남4길 13-1 (하귀1리) 녹차고을,오전 10:00~20:00  휴무일은 매주 화요일,"문동일셰프는 메종글래드호텔 조리부장 역임하고 한식대첩3 제주대표로 제주음식을 소개하고 그 메뉴를 바탕으로 판매하고 있다, 고사리육개장,흑돼지덕갈비, 녹차칼국수, 소안심스테이크, 제주밥상세트 등 제주향토음식과 양식요리 함께하고 있음, 또한 케이터링음식 가족모임 스몰웨딩에 필요한 음식 박스포장하여 배송하고 있다. / ",126.4130864,33.4818753,안전여행 스탬프 관광지,
만복흑돼지,음식점/카페,제주특별자치도 서귀포시 안덕면 산방로 55 (화순리) 만복흑돼지,11:00~22:00 연중무휴,공기좋은 청정지역 제주! 식당안에서 바로앞에있는 산방산을 바라보며 제주산 깨끗한 흑돼지구이와 별미인 반찬 도라지유자무침과 고사리를 같이 먹으며 기분좋게 식사 하고가세요! / ,126.3267714,33.243253,안전여행 스탬프 관광지,
두리호집,음식점/카페,제주특별자치도 제주시 한림읍 한림해안로 127 (한림리) 1층 수산시장 내 두리호집,매주 월요일 휴무 / 09:00 ~ 21:000,한림항 두리호 선장이 직접 어획한 100% 자연산 제주활어들을 직접 판매하는 자연산 활어 전문점 입니다. / ,126.2601391,33.4147229,안전여행 스탬프 관광지,
SK핀크스 FnB,음식점/카페,제주특별자치도 서귀포시 안덕면 산록남로 863 (상천리) SK핀크스,"06:30 ~ 22:00 (브레이크 타임: 15:30 ~ 17:00, 연중무휴)","세계적인 건축가 이타미 준이 설계한 HEALING BUTIQUE 포도호텔은 많은 고객들이 꼭 한번 숙박하고 싶어하는 제주의 대표적인 호텔로 각광받고 있습니다.
2015년 새롭게 개장한 디아넥스는 43객실을 비롯하여 온천 사우나, 수영장, 컨퍼런스룸 등 다양한 부대시설이 구비되어 고객 편의와 만족도 높은 휴식을 제공합니다. / ",126.3909312,33.3117629,안전여행 스탬프 관광지,
만배성,음식점/카페,제주특별자치도 제주시 아연로 484-9,매일 오전 11시~오후10시/오후3~5시 브레이크타임 / 개인사정이 생겼을 때만 휴무,"만배성은 다양하고 고급스러운 한정식 코스요리를 제공하고 있으며, 모두 단독룸으로 조용하고 프라이빗한 식사가 가능하고 때에 따라 단체손님들을 수용할 수 있는 넓은 공간을 가지고 있습니다. 萬倍[만배]의 정성과 어머니와 같은 따뜻함으로 친절하게 모시겠습니다. / ",126.5324142,33.47415,안전여행 스탬프 관광지,
우뭇개일번지,음식점/카페,제주특별자치도 성산읍 일출로 288,,,126.9352244,33.4631087,안전여행 스탬프 관광지,
제주신화월드 F&B,음식점/카페,제주특별자치도 서귀포시 안덕면 신화역사로 304번길 38,영업장 별 상이,,126.313772,33.3055466,안전여행 스탬프 관광지,
가든이다,음식점/카페,제주특별자치도 서귀포시 중문상로 86 ,,,126.4277278,33.2555968,안전여행 스탬프 관광지,
광원,음식점/카페,제주시 1100로 3208,,,126.4847358,33.472855,안전여행 스탬프 관광지,
털보네 장원랜드,음식점/카페,제주시 1100로 3001 ,,,126.4863449,33.4545548,안전여행 스탬프 관광지,
듀포레,음식점/카페,제주시 서해안로 579,,,126.5001069,33.5185078,안전여행 스탬프 관광지,
솔리브레,음식점/카페,제주시 서해안로 512,,,126.493631,33.5195382,안전여행 스탬프 관광지,
바움하우스,음식점/카페,제주시 서해안로 448,10:00~21:00,,126.4875389,33.5176788,안전여행 스탬프 관광지,
도토리키친,음식점/카페,제주시 북성로 59,10:30~16:30,,126.5186087,33.5153857,안전여행 스탬프 관광지,
더 플래닛,관광지,제주특별자치도 서귀포시 천제연로 70 (색달동) 더 플래닛,"10:00~18:00, 매주 화요일 휴무",생태문화전시관 더 플래닛은 신비롭고 소중한 제주도의 자연을 새롭게 발견할 수 있도록 남녀노소 누구나 즐길 수 있는 다양한 전시와 교육 콘텐츠가 준비된 공간입니다. / ,126.4129685,33.2552379,안전여행 스탬프 관광지,
세계야생화박물관 방림원,관광지,제주특별자치도 제주시 한경면 용금로 864 (저지리) 방림원,"연중무휴, 동정기(11월~다음 해 2월):  09:00~17:00, 하절기(3월~10월): 09:00~18:00","세계야생화박물관 방림원은 방한숙원장이 40여년간 세계 각지의 야생화를 비롯하여 제주도와 한반도에 서식하는 고유 자생식물 4,000여종을 수집하여 전시함으로서 생태계의 가치를 알려줄 뿐만 아니라 식물 유전자 보전 장소로 학술적으로 중요한 곳으로 자리 잡고 있다. 식물을 통해 힘들고 지친 현대인들에게 마음의 치유를 해주고 있다. / ",126.2685032,33.3371723,안전여행 스탬프 관광지,
아쿠아플라넷 제주,관광지,"제주특별자치도 서귀포시 성산읍 섭지코지로 95 (고성리, Aqua Planet Jeju) 아쿠아플라넷 제주",09:30 ~ 19:00 / 연중무휴,"아쿠아플라넷 제주는 국내 최대 규모 아쿠아리움으로, 단일 수조로는 세계 최대급을 보유하고 있습니다. 교육과 문화, 엔터테인먼트를 동시에 즐길 수 있는 어뮤즈먼트 테마파크를 표방한 아쿠아플라넷 제주는 제주의 앞 바다를 재현한 초대형 수조 '제주의 바다'를 비롯해 ‘해양과학 체험관, 대형 해양공연장’ 등을 운영하며, 다양한 콘텐츠를 접할 수 있습니다. / ",126.9275352,33.4332165,안전여행 스탬프 관광지,
다이나믹메이즈 제주,관광지,"제주특별자치도 서귀포시 표선면 번영로 2644 (성읍리, 트릭아트뮤지엄) 다이나믹메이즈","09:00~18:00(입장마감17:00),연중무휴","""다이나믹메이즈""는 미로속에서 역동적인 체험을 즐길 수 있는 실내 익사이팅 프로그램으로 서로 협동하여 장애물을 뛰어넘고, 순발력과 집중력을 요하는 다양한 신체활동을 통해 보다 건강하고 색다른 재미를 선사합니다. / ",126.7855246,33.3992056,안전여행 스탬프 관광지,
(주)제주유리의성,관광지,"제주특별자치도 제주시 한경면 녹차분재로 462 (저지리, 유리의 성) 제주유리의성",09:00~19:00(18시입장마감) 연중무휴,유리를 테마로한 박물관이자 유리조형 예술 체험 테마파크로서 관광과 문화예술을 접목한 관광지 / ,126.2733986,33.3144223,안전여행 스탬프 관광지,
환상숲곶자왈공원,관광지,제주특별자치도 제주시 한경면 녹차분재로 594-1 (저지리) 환상숲곶자왈공원 매표소,09:00-18:00(동절기는 17:00 까지) /  일요일 오전 휴무,"환상숲은 제주도 곶자왈 천연원시림으로 치유효과 등 생태보존가치가 높은 관광지입니다. 이야기가 있는 숲해설, 한방족욕, 웰니스프로그램 등 다양한 체험프로그램을 체험할 수 있습니다. / ",126.263175,33.322601,안전여행 스탬프 관광지,
금능석물원,관광지,제주특별자치도 제주시 한림읍 한림로 176,오전8시~오후5시30분 연중무휴,장공익 석공예명장님께서 60년동안 제주 현무암으로 조각하여 전시한 공간 / ,126.2269365,33.3854038,안전여행 스탬프 관광지,
생각하는 정원,관광지,제주특별자치도 제주시 한경면 녹차분재로 675,오전9시~오후 6시 (연중무휴),"생각하는 정원은 제주의 돌담과 오름, 연못과 폭포 그리고 특수목 정원수로 이뤄진 제주형 한국정원입니다. 정원수와 분재에 담긴 삶과 철학을 인문학으로 표현한 스토리보드는 나무에 대한 이해와 사색을 도우며 감동을 전하고 있습니다. 이곳에는 54년동안 이 정원만을 만들고 가꾸는 농부가 있습니다. / ",126.2554704,33.3255403,안전여행 스탬프 관광지,
한림공원,관광지,제주특별자치도 제주시 한림읍 한림로 300,오전 9시~오후7시 (입장마감 17:20) 연중무휴,"야자수 물결치는 세계적인 식물의 낙원, 제주 한림공원입니다. / ",126.2396008,33.3894246,안전여행 스탬프 관광지,
일출랜드,관광지,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,오전9시~오후 6시 (연중무휴),"제주 토종 동백나무, 홍가시나무, 먼나무 등 토종 식물 500여종 60만본으로 이루어진 일출랜드는 일천가지의 아름다움을 간직한 미천굴을 중심으로 다양한 테마와 산책로에서 제주의 천혜 자연과 생태를 보고 관광객들이 힐링을 할 수 있도록 운영하고 있습니다. / ",126.8420876,33.382967,안전여행 스탬프 관광지,
제주신화월드 테마파크,관광지,제주특별자치도 서귀포시 안덕면 녹차분재로 217,10:00~20:00(연중무휴이며 영업시간은 변동될 수 있음),스릴 넘치는 놀이기구와 즐거운 이벤트가 펼쳐지는 신화테마파크 / ,126.2903621,33.2980323,안전여행 스탬프 관광지,
제주신화월드 워터파크,관광지,제주특별자치도 서귀포시 안덕면 녹차분재로 217,12:00~20:00(연중무휴이며 영업시간은 변동될 수 있음),"제주 바다보다 짜릿하고 색다른 물놀이가 시작되는 곳, 신화워터파크 / ",126.2903621,33.2980323,안전여행 스탬프 관광지,
넥슨 컴퓨터박물관,관광지,제주특별자치도 제주시 1100로 3198-8,"화~일 오전10시~오후6시(오후5:30 매표 마감) / 매주 월요일, 설 추석 당일 휴관",넥슨컴퓨터박물관은 인류의 삶을 가장 빠르게 변화시킨 현재 진행형 매체인 컴퓨터와 그 발전에 기여해 온 게임의 역사를 함께 조망함으로써 우리의 미래를 상상해 볼 수 있는 체험형 박물관입니다. / ,126.4858322,33.4722914,안전여행 스탬프 관광지,
아프리카박물관,관광지,제주특별자치도 서귀포시 이어도로 49,,,126.4291705,33.2397381,안전여행 스탬프 관광지,
테디베어박물관,관광지,,,,123.7417741,32.5220203,안전여행 스탬프 관광지,
제주토이파크뮤지엄,관광지,,,,123.7417741,32.5220203,안전여행 스탬프 관광지,
휴애리,관광지,서귀포시 남원읍 신례동로 256(신례리),,,126.6361767,33.3096573,안전여행 스탬프 관광지,
비체올린,관광지,제주시 한경면 판조로 253-6(판포리),,,126.2185004,33.3495733,안전여행 스탬프 관광지,
제주제트,관광지,서귀포시 대포로 172-5(대포동),,,126.4394508,33.2384249,안전여행 스탬프 관광지,
제주해양동물박물관,관광지,서귀포시 성산읍 서성일로 689-21(수산리),,,126.8551266,33.4294857,안전여행 스탬프 관광지,
세계자동차&피아노박물관,관광지,서귀포시 안덕면 중산간서로 1610(상창리),,,126.3496509,33.2829393,안전여행 스탬프 관광지,
무민랜드,관광지,서귀포시 안덕면 병악로 420,,,126.3817602,33.306586,안전여행 스탬프 관광지,
수목원테마파크,관광지,제주시 은수길 69,,,126.4878987,33.4703692,안전여행 스탬프 관광지,
노형수퍼마켙,관광지,제주시 노형로 89,,,126.4557252,33.4647976,안전여행 스탬프 관광지,
본초족욕,관광지,제주시 은수길 65,,,126.4880402,33.4715159,안전여행 스탬프 관광지,
세계조가비박물관,관광지,서귀포시 태평로 284(서홍동),,,126.5516449,33.2474548,안전여행 스탬프 관광지,
서프라이즈 테마파크,관광지,제주시 조천읍 남조로 2243,,,126.6597169,33.4649622,안전여행 스탬프 관광지,
제주베스트힐,관광지,제주시 조천읍 남조로 2109-38,,,126.6575394,33.4540925,안전여행 스탬프 관광지,
파파빌레,관광지,제주시 조천읍 남조로 2185,,,126.6609056,33.460413,안전여행 스탬프 관광지,
제주민속촌,관광지,서귀포시 표선면 민속해안로 631-34,"08:30~17:00(10월~2월)
08:30~17:30(3월)
08:30~18:00(4월~7월 15일)
08:30~18:30(7월 16일~8월 15일)",,126.8414725,33.3223264,안전여행 스탬프 관광지,
빛의벙커,관광지,서귀포시 성산읍 고성리 2040-1,"10:00~19:00(4월~9월)
10:00~18:00(10월~3월)",,126.8991806,33.4398205,안전여행 스탬프 관광지,
케이엠커뮤니케이션즈,관광지,제주특별자치도 제주시 애월읍 하귀9길 8 (하귀1리) 2층,10시~18시 / 기본 토일 - 상황에 따라 변동,"제주. 새로운 경험&여행 - New Experience in jeju 이라는 슬로건 아래  - 제주잡화점이라는 제주 경험&여행의 모든것을 제공하고 있습니다.
제주도를 찾는 MZ 세대 대상 제주의 새로운 여행 방식 - 백패킹&트레킹 / 제주 숲을 걷다 - 한라산트레킹 , 계곡트레킹, 지질여행 등의 
일반적으로 접하기 힘든 제주도의 자연을 바탕으로 제주의 새로운 경험 선사 하고 있습니다. / ",126.4148495,33.4860811,안전여행 스탬프 관광지,
주식회사 나비트래블,관광지,"제주특별자치도 제주시 연북로 92 (연동, 진현빌딩) 2층",24시간 응대 / 휴무 없음,국내외 골프를 전문으로 하는 종합여행사입니다. / ,126.4911376,33.4814889,안전여행 스탬프 관광지,
주)유로해외여행,관광지,"제주특별자치도 제주시 연북로 92 (연동, 진현빌딩) 2층",연중 무휴!!!,"주)유로해외여행은  2015년 7월15일 영업을 개시하여 주변국 동서남북아를 비롯해 아메리카,유럽까지 진출을 목적으로 언제나고객의 안전과 신뢰 바탕으로 기본을 준수하며 회사 운영하고 있으며 지금은  작은 회사에 불가하지만 앞으로는  여행을 통해 고객의 건강과 힐링 행복을 추구 할 수 있는 아름다운 회사가 될것입니다. / ",126.4911376,33.4814889,안전여행 스탬프 관광지,
