,식당명,닉네임,리뷰,방문일자
67,형제도식당 본점,내나이어느덧27살,"너무행복한하루였어요
갈치도 따로이렇게나오고 해산물도 많이들어가있어서 좋네요...~~♡ 가격도진짜착해요",23.9.27.수
68,형제도식당 본점,dnr****,"갈치조림 전문점을 정말 수십군대 다녀봤지만 여기 정도면 정말 으뜸이죠~ 요즘 입맛이 별로 없었는데 음식 맛이 너무 좋아서 그런지 잘 먹고 왔어요~ 명품갈치란 이런 맛이네요
",23.9.9.토
69,형제도식당 본점,재이1219,여행 중 아침겸 점심으로 푸짐하게 잘 먹었어요,23.9.2.토
70,형제도식당 본점,dbf****,좋아요 ,3.7.목
71,형제도식당 본점,그린한하루,엄마 생신이라 방문했는데 가족 모두 만족했어요:-) 가격대비 너무 푸짐하네요. 갈치조림 살이 꽉 차있고 간도 잘 베어들어있어서 단짠단짠하니 밥도둑입니다!가게도 너무 깨끗해서 믿고 먹을 수 있어요:-),23.9.6.수
72,형제도식당 본점,lllaslll,고급스럽고 이렇게 음식이 정갈하게잘나와서 잘왔다생각이들었어요 아직먹기전에사진찍은건데 꼭 ㅎㅎ나중에부모님모시고와서 같이식사한번하고싶네요,23.9.20.수
73,형제도식당 본점,너와나의뺴뺴로11,여자친구랑 너무맛있게 먹고 가요 ㅎㅎㅎㅎ오랜만에 맛집찾아서 기분좋았네요 직원분들도친절하시고 뼈도다발라주셔서 편하게먹었네요,23.8.30.수
74,형제도식당 본점,dud****,부모님데리고 이렇게 좋은곳에모셔서 너무좋았어요 저희어머님께서 너무맛있게드셨구 저도물론 맛있게먹었어요 먹기전사진이지만 가격대도착해서 좋네요,23.8.30.수
75,형제도식당 본점,als****,진짜 가성비👍 갈치가 살이 없는 갈치가 아니에요! 간도 밥이랑 먹기 딱이구요 살도 통통해서 먹을게 많아요! 밥 한공기 더 추가해서 먹고싶었는데 너무 배부를까봐 못했어요ㅠㅠ 또 먹고싶네요,23.11.15.수
76,형제도식당 본점,140만원의값어치,여자친구랑 제주도여행와서 너무맛있게먹은 형제도식당이예요 주차장도 자리가 넓고 무엇보다 가격대비에 구성이너무알차요!! 맛있게먹었습니다 꼭오세요 제주도오면,23.9.20.수
77,형제도식당 본점,Nsjajs,갈치회는 제가 처음 먹어보는데 고소한 맛이 정말 풍부하네요. 입안에 넣자마자 살살 녹아 내리는게 너무 마음에 들었어요~ 가격도 부담스럽지 않고 가성비가 좋네요,23.9.9.토
78,형제도식당 본점,kim****,갈치구이가 먹고 싶어서 알아보고 다녀온 곳인데 너무 맛있습니다. 식사 공간도 깨끗하고 위생적으로 잘 관리되고 있네요^^ 근처가면 꼭 한번씩 먹으러 갈게요^^,23.9.9.토
79,형제도식당 본점,qkr****,갈치가 통통하고 실한게 넘 좋았어요 양념도 맛있고 푹익은 무도..최고.. 진짜 찐 맛집이네요 나오는 밥도 고슬고슬한게 딱 제스타일이였어요 ,23.11.15.수
80,형제도식당 본점,eog****,"통갈치 퀄리티 보고 입이 턱까지 내려왔어요ㅋㅋ
상차림도 푸짐해서 배 터지는줄.. 후기가 많은 이유가 있었넉요~ 제주 여행 필수코스 추천합니다!",23.10.26.목
81,형제도식당 본점,qhd****,오동통한 갈치살이 아직도 생각나요ㅠ 갈치구이 직접 해체해주셔서 편하게 먹었구요 돌솥밥이랑 같이 먹으면 더 꿀맛입니다요~~~~~~~~~,23.10.26.목
82,형제도식당 본점,int****,갈치회 처음 먹어봤는데 식감이 진짜 미쳤어요. 갈치 모양 그대로 내어주셔서 더 먹음직했구요~ 술이 술술 넘어갑니다ㅋ 다시 여행가고픈 마음이.. 또 먹고 싶다ㅠ,23.10.26.목
83,형제도식당 본점,48wngml,"갈치구이 비쥬얼보고 깝놀! 무조건 사진 찍어야함요ㅎ
꽉 들어찬 살이 진짜 샤르르 녹아요ㅠ 밑반찬도 한가득이라 
배 터지게 먹고 왔어요~",23.10.26.목
84,형제도식당 본점,새출발53,"평소 갈치요리는 좋아하지 않는 편이라 별 기대없이 갔었는데
갈치구이랑 갈치조림 둘다 넘넘 맛있어서 정말 만족했습니다.
통갈치를 먹을수 있는 건 역시 제주도가 짱입니다.",23.9.21.목
85,형제도식당 본점,j20****,"친구들이랑 제주여행와서 맛집이라 방문했어요~ 역쉬!!! 통문어에 갈치크기가 장난이아니네요 재료도 신선하니 비린맛없이 맛나요~ 다
음여행때 또 방문해야겠어요~",23.9.21.목
86,형제도식당 본점,lmh****,"부모님모시고 여행와서 방문했어요~ 생각했는거보다 훨씬 맛도 있지만 신선한재료에 놀랬습니다~ 부모님도 만족하셔서 기분 좋습니
다~ 직원분들도 친절하세요 ~~",23.9.21.목
87,형제도식당 본점,주태백이293,여자친구랑 너무맛있게먹었어요 밑반찬들도 잘나오고 갈치도직접 분해주셔서 편하게먹었어요 재방문의사는무조건있어요~~깔끄,23.9.20.수
88,형제도식당 본점,lch****,반찬 가짓수도 다양하고 갈치구이 맛도 좋아서 진짜 마음에 들었어요. 게다가 매장도 깔끔하고 직원분들도 친절하셔서 편안하게 잘 먹고 왔습니다^^ 집에서 멀지도 않고 미리 단골찜 해야겠습니다.,23.9.2.토
89,형제도식당 본점,yeo****,갈치 전문점답게 갈치가 진짜 맛있구요 김치 종류와 밑반찬 종류들이 다 메뉴구성좋아서 넘넘 애들도 잘먹고 좋앗슴다,23.9.2.토
90,형제도식당 본점,qk****,이정도 금액에 제주도에서 갈치 세트먹으면 혜자죠 개혜자너무 가성비  뛰어납니다 음식 퀄 보장됨,23.9.2.토
91,형제도식당 본점,sum****,뭐먹을까 고민하다가 세트로 주문했어여 구이 조림 튀김 회 무침 뭐 등등등 나오더라고요 밥은 돌솥밥 최고,23.9.2.토
92,형제도식당 본점,우리집개까미,갈치조림으로 주문했는데 진짜 맛있네요 👍 밥도둑이 따로없어요 진짜 담백하고 집에서 먹는거랑 차원이다르네요~! 갈치조림 꼭 먹어봐야됨 강추합니다 친절하신 사장님덕분에 기분좋게 식사하고가요! 맛집 강추요,23.11.15.수
93,형제도식당 본점,heo****,"스페셜 갈치구이+조림 2인 세트 먹었습니다. 반찬이 다양하게 나왔고, 고등어구이/갈치튀김 외 리필도 가능하다고 친절하게 안내해주
십니다. 기본적으로 제공되는 반찬, 구이, 조림 다 무난하게 잘 먹었습니다. 특히 일반 구이에서 8천원만 추가해서 나오는 갈치 조림이 
생각보다 괜찮았습니다. 안에 문어, 전복, 갈치 1마리가 들어 있었고 갈치가 생각보다 두툼했습니다. 더불어 떡볶이 소스 같은 양...",23.4.29.토
94,형제도식당 본점,특먹자,갈치조림이 이런 맛이었다니 ㅋㅋ 그동안 뭘 먹으건가요. 제주 오면 꼭 들려할 곳입니다. 살도 꽉차고 간도 딱이에요,23.9.12.화
95,형제도식당 본점,날라차차차,"전에도 와서 좋아서 재방문했습니다 여자분께서 너무 친절하셔서 기분좋게 먹었습니다 구이 조림 무조건이고 가성비 좋고 회랑 튀김도
 맛있지만 사실 간장게장 정말 맛있습니다 적당히 리필하시길……",23.4.22.토
96,형제도식당 본점,vad****,세트로 주문하면 양도 푸짐하고 매장도 넓다보니 쾌적하게 식사할수있어서 너무 만족스럽습니당,23.9.2.토
97,형제도식당 본점,하하희희히,제주하면 갈치인데 마땅히 갈 곳 없어 방황하던 중 생활의 달인에 나왔다길래 가봤습니다. 긴가민가했는데 이유가 있군요! 맛도 분위기도 너무 좋아요. 추천합니다. ,23.9.12.화
98,형제도식당 본점,Real Delicious,"비린내 진짜 싫어하시는 분 여기 오셔서 드세요
진짜 비린내 하나도 안나고 맛있어요
고기도 신선해서 더욱 좋게 드실 수 있습니다",23.9.17.일
99,형제도식당 본점,wep****,너무생각나서 휴가쓰고 방문했어요 ㅎㅎ 또먹어도 기대이상으로 맛있는 갈치맛집,23.9.22.금
100,형제도식당 본점,wod****,"갈치회, 갈치무침, 각종스끼까지.. 형제도식당 앞으로 제주가면 매일 먹으러 갈거에요. 식사 하기에도 전혀 부족함 없고 술 안주로도 좋았어요. 친구들도 여기 맛있다고 폭풍칭찬하네요~
",23.9.2.토
101,형제도식당 본점,소노닥노,갈치구이랑 갈치조림 두가지 모두 맛있어서 배터지게 먹었어요~ 아이들 입에도 잘 맞는지 끝까지 잘먹네요~ 가족단위 외식할 때도 좋은 것 같았어요~,23.9.9.토
102,형제도식당 본점,pre****,사장님 오늘 너무 친절해서 좋았어요. 그리고 갈치구이 맛이 너무 좋은 것 같아요. 제가 갈치구이 즐겨먹지 않는데 형제도식당 갈치구이는 차원이 다른 맛입니다.,23.9.9.토
103,형제도식당 본점,poi****,가격도 좋고 일단 그냥 맛잇어요 ㅎ,23.10.3.화
104,형제도식당 본점,tnq****,친구가 추천해줘서 갔는데 진짜 너무 맛있어요 이거 먹으러 제주도 가고싶은만큼 맛있어요 ㅠ,23.6.22.목
105,형제도식당 본점,nam****,다양하게 나와서 좋아요 ~,4.12.금
106,형제도식당 본점,hse****,"스페셜세트11만원이 아깝지 않음 밑반찬도 실하고  메인 갈치구이와 조림도 상당히 맛있음 양이 많아서 3인 식사도 가능함 무척 친절하
심 재방문 의사 있음",23.6.21.수
107,형제도식당 본점,khs****,"갈치구이가 아이들이 먹기에도 좋더라구요. 이번에 제주 놀러와서 얘들이 밥을 잘 안먹어서 걱정이 심했는데 여기 갈치구이는 귀신같이 잘먹네요ㅎㅎ
",23.11.26.일
108,형제도식당 본점,go1****,밑반찬도 잘나오고 너무 맛있네요. 직원분들의 친절한 응대가 인상적이네요. 또 올게요~!,23.9.12.화
109,형제도식당 본점,남호두양,"세트로 먹으니 구성이 너무 좋네요ㅇ.ㅇ!! 제주도 온 기분 제대로 느꼈습니다 ㅋㅋㅋ 가족들도 제가 찾은 맛집을 맛있다고 해주니 어깨 
뿜뿜!! 사장님도 친절하시구 너무 맛있게 잘먹고 갑니다 ㅎㅎㅎ ",23.8.30.수
110,형제도식당 본점,jan****,인테리어도 깔끔하고 위생적으로 잘 관리되고 있어서 좋았어요. 오늘 아들이 갈치회 처음 먹어봤다고 하는데 맛있대요!! 그리고 갈치조림은 그냥 밥도둑이네요,23.11.26.일
111,형제도식당 본점,2r****,가격이 조금 비싸서 보탬이 되네요,23.9.30.토
112,형제도식당 본점,마지막churum,오랜만에 갈치조림 먹었는데 JMT!!!!!  다음에 기회되면 또 먹으러 와야겠어여 가격만큼 가치있어요 강추!,23.9.12.화
113,형제도식당 본점,vnv****,제주도와서 갈치먹으면 강추..진짜 육지에선 맛볼수없는맛이에요 ,23.9.22.금
114,형제도식당 본점,vnv****,매장도 청결하고 위생적이랏좋았어요~~ 갈치도 완전 굿 살이 통통한게 넘맛있네요 ,23.9.7.목
115,형제도식당 본점,veryspecial,"일단 음식들이 엄청 싱싱해 보였어요
맛도 엄청 맛있고
다시 또 오고싶네요",23.9.17.일
116,형제도식당 본점,nicerestaurant,"먹자 말자 맛에서 바다가 떠올랐습니다
너무 신선한거 같고요 진짜 맛이 너무 맛있어요
자주는 못 오더라도 가끔이라도 오겠습니다",23.9.17.일
117,형제도식당 본점,순수물티슈,가성비 좋은 갈치구이식당 찾으시면 와보세요 음식량도 많은편이라 다들 배부르게 먹고갔어요. 갈치조림은 해산물이 들어있어서 더 얼큰하고 시원합니다^^ ,23.11.4.토
118,형제도식당 본점,주연40,"생선은 집에서 잘 안구워 먹어지는데 먹을 수 있어서 좋더라구요~
역시 생선은 밥도둑!
갈치크기가 엄청 나고 먹을 것도 많아서 좋았답니다! 건강한 한끼 였네요!!😊",23.11.15.수
119,형제도식당 본점,go0426,정성가득한 한 상을 보니 감동이~~ ㅋㅋ 급! 갈치조림 땡겨서 들어왔는데 잘들어왔단 생각만 드네요. 밥도 맛있고 반찬 구성도 좋고 .. 누군가 갈치조림 먹고싶다고 하면 여기 추천할거같아요~,23.11.15.수
120,형제도식당 본점,thg****,저는...첫 통갈치조림&구이였다는 데 만족하고 있어요;;;,23.10.15.일
121,형제도식당 본점,다다23,"맛있어요!! 제주 여행중 산방산근처에서 먹은 갈치는 살도 없고 밑반찬도 부실했는데 여기는 밑반찬 리필도 되고요 맛나요!
주차도 편하게 되어있습니다~
갈치튀김, 조림 다 맛있고 구이는 사알짝 싱겁네요 제가 짜게먹어서~ 간장게장도 맛있어서 리필했어요ㅎㅎ 추천합니당",23.4.24.월
122,형제도식당 본점,wep****,여자친구랑 둘이 와서 진짜 배부르게잘먹었어요 ㅎㅎ 완전맛집,23.9.7.목
123,형제도식당 본점,꼬미가짱이야,스페셜 갈치구이스페셜 정식 2인 사진이에용! 갈치구이+냄비로된갈치조림+갈치회+갈치튀김 나오구 밑반찬으로도 다양하게 나와서 진짜 배부르게 먹을 수 있습니다아🤍 맛있게 잘먹고 왔습니다🤍,23.5.2.화
124,형제도식당 본점,대럼지38,"춘심이네가서 왕소금 으적으적 씹히는 미지근한 갈치먹고서 우울했었는데  형제도에서 먹은 갈치는 냄새 안나고 뜨겁게 잘나왔어요. 
전체적으로 음식 다 괜찮았고 갈치조림 갈치구이 고등어구이랑 튀김빼고 리필 됩니다. 비린내 없었고 맛있어요. 돔베고기?수육같은게 
나오는데 그친구도 리필됩니다. 고기냄새 하나도 안나요. 진짜 춘심이네 말고 여기 가주세요..ㅠㅠㅠㅠ그리고 4인 세트 시켰는데...",23.5.13.토
125,형제도식당 본점,최지원60,"처음에는 이인분인데 가격이 좀 세다고 생각했는데 음식 나오는 거 보자마자 이렇게 많이 나온다고? 하면서 엄청 놀랬어요  갈치구이,갈치회 등 비릴 줄 알았는데 하나도 안 비리고 깔끔했어요 사이드 반찬들도 맛있어서 가성비 좋게 진짜 잘 먹고갑니다",23.4.23.일
126,형제도식당 본점,케케3714,"갈치구이 시켜서 배터지게 잘먹었어요 크기 큼지막하니 좋았구 아이도 맛있는지 잘먹네요ㅎㅎ 주차도 괜찮았구 친절하셔서 기분좋게 
먹고 갑니다~",23.9.25.월
127,형제도식당 본점,닌니나나,"갈치회 넘 부드럽고 술안주로 굿
이쁘고 깔끔하게 잘나오네요 시끄럽지않고 친절한 서비스 감사드려요.
담번에 또 놀러오면 재방문의사 있음!",23.9.25.월
128,형제도식당 본점,nal****,예술그자체입니다 제주도에서 처음방문해보는 곳인데 맛집을 찾은것같아서 좋네요ㅋㅋ워낙에 유명한거같은데 이제서야 와본게 아쉽긴하지만 앞으로 기회될때마다 가보려구요 너무 맛있게 잘먹고 갑니다~!,23.9.22.금
